;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-53.354999999999908 -1.5 0.0,-284.0 -1.5 0.0,-53.354999999999908 -4.5 0.0,-97.79499999999996 -4.5 0.0,-208.89499999999999 -4.5 0.0,-284.0 -4.5 0.0,1.5 -275.0 1.5707963267948966,1.5 -299.0 1.5707963267948966,4.5 -23.935542222222126 1.5707963267948966,4.5 -64.46499999999992 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -291.0 1.5707963267948966,113.29500000000015 -4.5 0.0,68.85500000000016 -4.5 0.0,24.41500000000015 -4.5 0.0,-235.50500000000023 4.5 3.141592653589793,-168.84500000000015 4.5 3.141592653589793,-124.40500000000015 4.5 3.141592653589793,-79.96500000000015 4.5 3.141592653589793,-35.52500000000015 4.5 3.141592653589793,291.0 4.5 3.141592653589793,4.5 -9.766666666666595 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-42.24499999999989 -1.5 0.0,-275.0 -1.5 0.0,-42.24499999999989 -4.5 0.0,-86.68499999999995 -4.5 0.0,-197.78500000000003 -4.5 0.0,-275.0 -4.5 0.0,1.5 -264.445 1.5707963267948966,1.5 -296.0 1.5707963267948966,4.5 -20.583065777777678 1.5707963267948966,4.5 -53.354999999999908 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -242.225 1.5707963267948966,4.5 -284.0 1.5707963267948966,124.40500000000015 -4.5 0.0,79.96500000000015 -4.5 0.0,35.52500000000015 -4.5 0.0,-246.61500000000025 4.5 3.141592653589793,-179.95500000000016 4.5 3.141592653589793,-135.51500000000017 4.5 3.141592653589793,-91.07500000000015 4.5 3.141592653589793,-46.63500000000014 4.5 3.141592653589793,284.0 4.5 3.141592653589793,4.5 -6.766666666666595 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-31.134999999999878 -1.5 0.0,-264.445 -1.5 0.0,-31.134999999999878 -4.5 0.0,-75.57499999999993 -4.5 0.0,-186.675 -4.5 0.0,-264.445 -4.5 0.0,1.5 -253.335 1.5707963267948966,1.5 -291.0 1.5707963267948966,4.5 -16.56273991111101 1.5707963267948966,4.5 -43.37482862222214 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -231.115 1.5707963267948966,4.5 -275.0 1.5707963267948966,4.5 -299.0 1.5707963267948966,135.51500000000017 -4.5 0.0,91.07500000000015 -4.5 0.0,46.63500000000014 -4.5 0.0,-257.72500000000027 4.5 3.141592653589793,-191.06500000000018 4.5 3.141592653589793,-146.62500000000015 4.5 3.141592653589793,-102.18500000000015 4.5 3.141592653589793,-57.74500000000015 4.5 3.141592653589793,275.0 4.5 3.141592653589793,4.5 -1.7666666666665947 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-21.87666666666655 -1.5 0.0,-253.335 -1.5 0.0,-21.135999999999855 -4.5 0.0,-64.46499999999992 -4.5 0.0,-175.565 -4.5 0.0,-253.335 -4.5 0.0,-299.0 -4.5 0.0,1.5 -242.225 1.5707963267948966,1.5 -284.0 1.5707963267948966,4.5 -13.264212444444354 1.5707963267948966,4.5 -35.037897066666577 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -264.445 1.5707963267948966,4.5 -296.0 1.5707963267948966,146.62500000000015 -4.5 0.0,102.18500000000015 -4.5 0.0,57.74500000000015 -4.5 0.0,-268.83500000000029 4.5 3.141592653589793,-202.17500000000019 4.5 3.141592653589793,-157.73500000000014 4.5 3.141592653589793,-113.29500000000015 4.5 3.141592653589793,-68.85500000000016 4.5 3.141592653589793,264.445 4.5 3.141592653589793,4.5 5.233333333333405 1.570796326794897,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-15.704444444444335 -1.5 0.0,-242.225 -1.5 0.0,-11.247999999999877 -4.5 0.0,-53.354999999999908 -4.5 0.0,-164.455 -4.5 0.0,-242.225 -4.5 0.0,-296.0 -4.5 0.0,1.5 -231.115 1.5707963267948966,1.5 -275.0 1.5707963267948966,4.5 -11.614948711111027 1.5707963267948966,4.5 -28.676398542222104 1.5707963267948966,4.5 -75.57499999999993 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -291.0 1.5707963267948966,157.73500000000014 -4.5 0.0,113.29500000000015 -4.5 0.0,68.85500000000016 -4.5 0.0,4.5 14.233333333333406 1.5707963267948966,-279.9450000000003 4.5 3.141592653589793,-213.2850000000002 4.5 3.141592653589793,-168.84500000000015 4.5 3.141592653589793,-124.40500000000015 4.5 3.141592653589793,-79.96500000000015 4.5 3.141592653589793,253.335 4.5 3.141592653589793,299.0 4.5 3.141592653589793,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-12.001111111111016 -1.5 0.0,-231.115 -1.5 0.0,-42.24499999999989 -4.5 0.0,-153.34500000000004 -4.5 0.0,-231.115 -4.5 0.0,-291.0 -4.5 0.0,1.5 -220.005 1.5707963267948966,1.5 -264.445 1.5707963267948966,4.5 -10.790316844444363 1.5707963267948966,4.5 -24.464412821333214 1.5707963267948966,4.5 -64.46499999999992 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -242.225 1.5707963267948966,4.5 -284.0 1.5707963267948966,168.84500000000015 -4.5 0.0,124.40500000000015 -4.5 0.0,79.96500000000015 -4.5 0.0,4.5 24.788333333333406 1.5707963267948966,-291.0550000000003 4.5 3.141592653589793,-224.3950000000002 4.5 3.141592653589793,-179.95500000000016 4.5 3.141592653589793,-135.51500000000017 4.5 3.141592653589793,-91.07500000000015 4.5 3.141592653589793,242.225 4.5 3.141592653589793,296.0 4.5 3.141592653589793,-0.24899999999985313 -4.5 0.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-10.766666666666595 -1.5 0.0,-220.005 -1.5 0.0,-31.134999999999878 -4.5 0.0,-142.235 -4.5 0.0,-220.005 -4.5 0.0,-284.0 -4.5 0.0,1.5 -208.89499999999999 1.5707963267948966,1.5 -253.335 1.5707963267948966,4.5 -10.37800091111103 1.5707963267948966,4.5 -21.507318828088786 1.5707963267948966,4.5 -53.354999999999908 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -231.115 1.5707963267948966,4.5 -275.0 1.5707963267948966,4.5 -299.0 1.5707963267948966,179.95500000000016 -4.5 0.0,135.51500000000017 -4.5 0.0,91.07500000000015 -4.5 0.0,10.861000000000147 -4.5 0.0,4.5 35.898333333333408 1.5707963267948966,-235.50500000000023 4.5 3.141592653589793,-191.06500000000018 4.5 3.141592653589793,-146.62500000000015 4.5 3.141592653589793,-102.18500000000015 4.5 3.141592653589793,231.115 4.5 3.141592653589793,291.0 4.5 3.141592653589793,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-208.89499999999999 -1.5 0.0,-21.87666666666655 -4.5 0.0,-131.125 -4.5 0.0,-208.89499999999999 -4.5 0.0,-275.0 -4.5 0.0,1.5 -197.78500000000003 1.5707963267948966,1.5 -242.225 1.5707963267948966,4.5 -10.171842944444336 1.5707963267948966,4.5 -19.482084086613214 1.5707963267948966,4.5 -43.93555579420433 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -264.445 1.5707963267948966,4.5 -296.0 1.5707963267948966,191.06500000000018 -4.5 0.0,146.62500000000015 -4.5 0.0,102.18500000000015 -4.5 0.0,21.971000000000147 -4.5 0.0,4.5 47.008333333333407 1.5707963267948966,-246.61500000000025 4.5 3.141592653589793,-202.17500000000019 4.5 3.141592653589793,-157.73500000000014 4.5 3.141592653589793,-113.29500000000015 4.5 3.141592653589793,220.005 4.5 3.141592653589793,284.0 4.5 3.141592653589793,-9.77141788642703 -1.453152782377271 0.2021477304581369,;road_0_1_0 g r,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 g r,
-197.78500000000003 -1.5 0.0,-13.469999999999914 -4.5 0.0,-120.01499999999999 -4.5 0.0,-197.78500000000003 -4.5 0.0,-264.445 -4.5 0.0,1.5 -186.675 1.5707963267948966,1.5 -231.115 1.5707963267948966,4.5 -10.068763961111018 1.5707963267948966,4.5 -18.08057139137412 1.5707963267948966,4.5 -37.22796205573678 1.5707963267948966,4.5 -75.57499999999993 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,4.5 -291.0 1.5707963267948966,202.17500000000019 -4.5 0.0,157.73500000000014 -4.5 0.0,113.29500000000015 -4.5 0.0,33.081000000000148 -4.5 0.0,4.5 58.1183333333334 1.5707963267948966,-257.72500000000027 4.5 3.141592653589793,-213.2850000000002 4.5 3.141592653589793,-168.84500000000015 4.5 3.141592653589793,-124.40500000000015 4.5 3.141592653589793,208.89499999999999 4.5 3.141592653589793,275.0 4.5 3.141592653589793,-7.034069816629137 -0.29981074469776489 0.5845597376515513,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-186.675 -1.5 0.0,-108.90499999999997 -4.5 0.0,-186.675 -4.5 0.0,-253.335 -4.5 0.0,1.5 -175.565 1.5707963267948966,1.5 -220.005 1.5707963267948966,4.5 -17.93560104575647 1.5707963267948966,4.5 -32.34991945958956 1.5707963267948966,4.5 -64.46499999999992 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -242.225 1.5707963267948966,4.5 -284.0 1.5707963267948966,213.2850000000002 -4.5 0.0,168.84500000000015 -4.5 0.0,124.40500000000015 -4.5 0.0,44.191000000000148 -4.5 0.0,4.5 69.22833333333341 1.5707963267948966,-268.83500000000029 4.5 3.141592653589793,-224.3950000000002 4.5 3.141592653589793,-179.95500000000016 4.5 3.141592653589793,-135.51500000000017 4.5 3.141592653589793,197.78500000000003 4.5 3.141592653589793,264.445 4.5 3.141592653589793,-3.211666666666588 -4.5 0.0,-3.1624870515724448 2.8482594465474264 0.7512117612219209,4.5 -9.000044638888767 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-175.565 -1.5 0.0,-97.79499999999996 -4.5 0.0,-175.565 -4.5 0.0,-242.225 -4.5 0.0,1.5 -164.455 1.5707963267948966,1.5 -208.89499999999999 1.5707963267948966,4.5 -16.93560104575647 1.5707963267948966,4.5 -29.24611993873782 1.5707963267948966,4.5 -54.48804805383273 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -231.115 1.5707963267948966,4.5 -275.0 1.5707963267948966,224.3950000000002 -4.5 0.0,179.95500000000016 -4.5 0.0,135.51500000000017 -4.5 0.0,55.301000000000147 -4.5 0.0,4.5 80.3383333333334 1.5707963267948966,-279.9450000000003 4.5 3.141592653589793,-235.50500000000023 4.5 3.141592653589793,-191.06500000000018 4.5 3.141592653589793,-146.62500000000015 4.5 3.141592653589793,186.675 4.5 3.141592653589793,253.335 4.5 3.141592653589793,7.898333333333408 -4.5 -5.04646829375071e-16,1.0422393461858637 8.396847331170499 1.1239538583091327,4.5 -5.931325316666545 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-164.455 -1.5 0.0,-86.68499999999995 -4.5 0.0,-164.455 -4.5 0.0,-231.115 -4.5 0.0,1.5 -153.34500000000004 1.5707963267948966,1.5 -197.78500000000003 1.5707963267948966,4.5 -14.12100203549403 1.5707963267948966,4.5 -26.54267228571564 1.5707963267948966,4.5 -47.14514738868752 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -264.445 1.5707963267948966,235.50500000000023 -4.5 0.0,191.06500000000018 -4.5 0.0,146.62500000000015 -4.5 0.0,66.41100000000015 -4.5 0.0,19.00833333333341 -4.5 0.0,1.5 17.322021920871486 1.5707963267948966,4.5 91.4483333333334 1.5707963267948966,-291.0550000000003 4.5 3.141592653589793,-246.61500000000025 4.5 3.141592653589793,-202.17500000000019 4.5 3.141592653589793,-157.73500000000014 4.5 3.141592653589793,175.565 4.5 3.141592653589793,242.225 4.5 3.141592653589793,4.5 -0.8626059944443227 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-153.34500000000004 -1.5 0.0,-75.57499999999993 -4.5 0.0,-153.34500000000004 -4.5 0.0,-220.005 -4.5 0.0,1.5 -142.235 1.5707963267948966,1.5 -186.675 1.5707963267948966,4.5 -11.399103520100369 1.5707963267948966,4.5 -23.024865675049797 1.5707963267948966,4.5 -41.291358419318957 1.5707963267948966,4.5 -75.57499999999993 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -253.335 1.5707963267948966,246.61500000000025 -4.5 0.0,202.17500000000019 -4.5 0.0,157.73500000000014 -4.5 0.0,77.52100000000014 -4.5 0.0,30.11833333333341 -4.5 0.0,1.5 27.877021920871486 1.5707963267948966,4.5 102.5583333333334 1.5707963267948966,-257.72500000000027 4.5 3.141592653589793,-213.2850000000002 4.5 3.141592653589793,-168.84500000000015 4.5 3.141592653589793,164.455 4.5 3.141592653589793,231.115 4.5 3.141592653589793,4.499999999999999 6.206113327777899 1.570796326794897,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-142.235 -1.5 0.0,-64.46499999999992 -4.5 0.0,-142.235 -4.5 0.0,-208.89499999999999 -4.5 0.0,1.5 -131.125 1.5707963267948966,1.5 -175.565 1.5707963267948966,4.5 -10.491804014969148 1.5707963267948966,4.5 -20.025374291969059 1.5707963267948966,4.5 -35.74839647121871 1.5707963267948966,4.5 -64.62556753362941 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -242.225 1.5707963267948966,257.72500000000027 -4.5 0.0,213.2850000000002 -4.5 0.0,168.84500000000015 -4.5 0.0,88.63100000000014 -4.5 0.0,41.22833333333341 -4.5 0.0,1.5 38.987021920871487 1.5707963267948966,4.5 113.6683333333334 1.5707963267948966,4.5 15.274832650000122 1.5707963267948966,-268.83500000000029 4.5 3.141592653589793,-224.3950000000002 4.5 3.141592653589793,-179.95500000000016 4.5 3.141592653589793,153.34500000000004 4.5 3.141592653589793,220.005 4.5 3.141592653589793,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-131.125 -1.5 0.0,-53.354999999999908 -4.5 0.0,-131.125 -4.5 0.0,-197.78500000000003 -4.5 0.0,1.5 -120.01499999999999 1.5707963267948966,1.5 -164.455 1.5707963267948966,1.5 -299.0 1.5707963267948966,4.5 -18.448924655732755 1.5707963267948966,4.5 -31.367983435906639 1.5707963267948966,4.5 -55.04740082269913 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -231.115 1.5707963267948966,4.5 -299.0 1.5707963267948966,268.83500000000029 -4.5 0.0,224.3950000000002 -4.5 0.0,179.95500000000016 -4.5 0.0,99.74100000000014 -4.5 0.0,52.33833333333341 -4.5 0.0,1.5 50.09702192087148 1.5707963267948966,4.5 124.7783333333334 1.5707963267948966,4.5 25.864192311111233 1.5707963267948966,-279.9450000000003 4.5 3.141592653589793,-235.50500000000023 4.5 3.141592653589793,-191.06500000000018 4.5 3.141592653589793,142.235 4.5 3.141592653589793,208.89499999999999 4.5 3.141592653589793,4.5 -9.491804014969148 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-120.01499999999999 -1.5 0.0,-42.24499999999989 -4.5 0.0,-120.01499999999999 -4.5 0.0,-186.675 -4.5 0.0,1.5 -108.90499999999997 1.5707963267948966,1.5 -153.34500000000004 1.5707963267948966,1.5 -296.0 1.5707963267948966,4.5 -16.990344402260349 1.5707963267948966,4.5 -28.445862676405 1.5707963267948966,4.5 -47.73910199604336 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -220.005 1.5707963267948966,4.5 -296.0 1.5707963267948966,279.9450000000003 -4.5 0.0,235.50500000000023 -4.5 0.0,191.06500000000018 -4.5 0.0,110.85100000000013 -4.5 0.0,63.44833333333341 -4.5 0.0,1.5 61.20702192087148 1.5707963267948966,4.5 135.88833333333339 1.5707963267948966,4.5 36.97419231111123 1.5707963267948966,-291.0550000000003 4.5 3.141592653589793,-246.61500000000025 4.5 3.141592653589793,-202.17500000000019 4.5 3.141592653589793,131.125 4.5 3.141592653589793,197.78500000000003 4.5 3.141592653589793,4.5 -6.491804014969148 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-108.90499999999997 -1.5 0.0,-31.134999999999878 -4.5 0.0,-108.90499999999997 -4.5 0.0,-175.565 -4.5 0.0,1.5 -97.79499999999996 1.5707963267948966,1.5 -142.235 1.5707963267948966,1.5 -291.0 1.5707963267948966,4.5 -14.291951056564813 1.5707963267948966,4.5 -25.86464741725848 1.5707963267948966,4.5 -42.31461772971852 1.5707963267948966,4.5 -75.57499999999993 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -208.89499999999999 1.5707963267948966,4.5 -291.0 1.5707963267948966,291.0550000000003 -4.5 0.0,246.61500000000025 -4.5 0.0,202.17500000000019 -4.5 0.0,121.96100000000014 -4.5 0.0,74.55833333333341 -4.5 0.0,1.5 72.3170219208715 1.5707963267948966,4.5 146.9983333333334 1.5707963267948966,4.5 48.08419231111123 1.5707963267948966,-257.72500000000027 4.5 3.141592653589793,-213.2850000000002 4.5 3.141592653589793,120.01499999999999 4.5 3.141592653589793,186.675 4.5 3.141592653589793,4.5 -1.4918040149691479 1.5707963267948966,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-97.79499999999996 -1.5 0.0,-21.135999999999855 -4.5 0.0,-97.79499999999996 -4.5 0.0,-164.455 -4.5 0.0,1.5 -86.68499999999995 1.5707963267948966,1.5 -131.125 1.5707963267948966,1.5 -284.0 1.5707963267948966,4.5 -11.741895915966439 1.5707963267948966,4.5 -22.726584771162437 1.5707963267948966,4.5 -37.78704035434089 1.5707963267948966,4.5 -65.20997173540636 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -197.78500000000003 1.5707963267948966,4.5 -284.0 1.5707963267948966,257.72500000000027 -4.5 0.0,213.2850000000002 -4.5 0.0,133.07100000000015 -4.5 0.0,85.66833333333341 -4.5 0.0,1.5 83.4270219208715 1.5707963267948966,4.5 158.1083333333334 1.5707963267948966,4.5 59.19419231111123 1.5707963267948966,-268.83500000000029 4.5 3.141592653589793,-224.3950000000002 4.5 3.141592653589793,108.90499999999997 4.5 3.141592653589793,175.565 4.5 3.141592653589793,4.5 5.508195985030852 1.570796326794897,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-86.68499999999995 -1.5 0.0,-11.247999999999877 -4.5 0.0,-86.68499999999995 -4.5 0.0,-153.34500000000004 -4.5 0.0,1.5 -75.57499999999993 1.5707963267948966,1.5 -120.01499999999999 1.5707963267948966,1.5 -275.0 1.5707963267948966,4.5 -10.466868345667251 1.5707963267948966,4.5 -19.994429886694264 1.5707963267948966,4.5 -33.413148537706607 1.5707963267948966,4.5 -56.502773885747817 1.5707963267948966,4.5 -97.79499999999996 1.5707963267948966,4.5 -142.235 1.5707963267948966,4.5 -186.675 1.5707963267948966,4.5 -275.0 1.5707963267948966,268.83500000000029 -4.5 0.0,224.3950000000002 -4.5 0.0,144.18100000000016 -4.5 0.0,96.7783333333334 -4.5 0.0,1.5 94.53702192087148 1.5707963267948966,4.5 169.21833333333343 1.5707963267948966,4.5 70.30419231111122 1.5707963267948966,4.5 14.508195985030853 1.5707963267948966,-279.9450000000003 4.5 3.141592653589793,-235.50500000000023 4.5 3.141592653589793,97.79499999999996 4.5 3.141592653589793,164.455 4.5 3.141592653589793,299.0 4.5 3.141592653589793,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-75.57499999999993 -1.5 0.0,-75.57499999999993 -4.5 0.0,-142.235 -4.5 0.0,1.5 -64.46499999999992 1.5707963267948966,1.5 -108.90499999999997 1.5707963267948966,1.5 -264.445 1.5707963267948966,4.5 -10.041859155567522 1.5707963267948966,4.5 -18.21982521905744 1.5707963267948966,4.5 -29.82757748684122 1.5707963267948966,4.5 -49.25880658980935 1.5707963267948966,4.5 -86.68499999999995 1.5707963267948966,4.5 -131.125 1.5707963267948966,4.5 -175.565 1.5707963267948966,4.5 -264.445 1.5707963267948966,279.9450000000003 -4.5 0.0,235.50500000000023 -4.5 0.0,155.29100000000018 -4.5 0.0,107.8883333333334 -4.5 0.0,1.5 105.64702192087148 1.5707963267948966,4.5 180.32833333333344 1.5707963267948966,4.5 81.41419231111124 1.5707963267948966,4.5 25.063195985030853 1.5707963267948966,-291.0550000000003 4.5 3.141592653589793,-246.61500000000025 4.5 3.141592653589793,86.68499999999995 4.5 3.141592653589793,153.34500000000004 4.5 3.141592653589793,296.0 4.5 3.141592653589793,-0.24899999999985313 -4.5 0.0,;road_0_1_0 r g,road_1_0_1 r r,road_1_2_3 r r,road_2_1_2 r g,
-64.46499999999992 -1.5 0.0,-64.46499999999992 -4.5 0.0,-131.125 -4.5 0.0,1.5 -53.354999999999908 1.5707963267948966,1.5 -97.79499999999996 1.5707963267948966,1.5 -253.335 1.5707963267948966,4.5 -10.041859155567522 1.5707963267948966,4.5 -17.96907359361927 1.5707963267948966,4.5 -27.191748922846047 1.5707963267948966,4.5 -43.50087998746369 1.5707963267948966,4.5 -75.57499999999993 1.5707963267948966,4.5 -120.01499999999999 1.5707963267948966,4.5 -164.455 1.5707963267948966,4.5 -253.335 1.5707963267948966,291.0550000000003 -4.5 0.0,246.61500000000025 -4.5 0.0,166.40100000000016 -4.5 0.0,118.9983333333334 -4.5 0.0,10.861000000000147 -4.5 0.0,1.5 116.75702192087148 1.5707963267948966,4.5 191.43833333333346 1.5707963267948966,4.5 92.52419231111124 1.5707963267948966,4.5 36.17319598503085 1.5707963267948966,-257.72500000000027 4.5 3.141592653589793,75.57499999999993 4.5 3.141592653589793,142.235 4.5 3.141592653589793,291.0 4.5 3.141592653589793,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
-53.354999999999908 -1.5 0.0,-53.354999999999908 -4.5 0.0,-120.01499999999999 -4.5 0.0,1.5 -42.24499999999989 1.5707963267948966,1.5 -86.68499999999995 1.5707963267948966,1.5 -242.225 1.5707963267948966,4.5 -17.601807703901103 1.5707963267948966,4.5 -25.629318873831495 1.5707963267948966,4.5 -39.07448145648772 1.5707963267948966,4.5 -65.3804986626094 1.5707963267948966,4.5 -108.90499999999997 1.5707963267948966,4.5 -153.34500000000004 1.5707963267948966,4.5 -242.225 1.5707963267948966,257.72500000000027 -4.5 0.0,177.5110000000002 -4.5 0.0,130.1083333333334 -4.5 0.0,21.971000000000147 -4.5 0.0,1.5 127.86702192087148 1.5707963267948966,4.5 202.54833333333347 1.5707963267948966,4.5 103.63419231111124 1.5707963267948966,4.5 47.28319598503085 1.5707963267948966,-268.83500000000029 4.5 3.141592653589793,64.46499999999992 4.5 3.141592653589793,131.125 4.5 3.141592653589793,284.0 4.5 3.141592653589793,4.5 -9.041859155567522 1.5707963267948966,;road_0_1_0 r r,road_1_0_1 r g,road_1_2_3 r g,road_2_1_2 r r,
